season,mnth,holiday,workingday,temp,hum,windspeed,cnt
1,1,0,1,0.24,0.92,0.1045,90
2,3,0,1,0.48,0.94,0.2239,149
4,11,0,1,0.44,1.0,0.0,148
1,3,0,1,0.32,0.93,0.0896,2
2,4,0,0,0.62,0.57,0.2537,229
1,1,0,1,0.16,0.55,0.2836,2
3,7,0,0,0.84,0.49,0.1642,132
2,4,0,1,0.42,0.82,0.0896,189
4,11,0,1,0.34,0.53,0.1045,382
1,3,0,1,0.32,0.76,0.3582,99
2,6,0,1,0.64,0.38,0.4478,834
4,11,0,1,0.52,0.48,0.2537,169
1,3,0,1,0.4,0.66,0.194,36
2,4,0,0,0.46,0.28,0.1343,274
1,2,0,1,0.16,0.93,0.0,52
4,11,0,1,0.32,0.61,0.0,57
1,3,0,1,0.24,0.35,0.3284,167
1,1,0,1,0.22,0.41,0.2836,85
3,7,0,1,0.9,0.5,0.1045,109
1,3,0,1,0.36,0.0,0.194,3
3,9,0,1,0.48,0.77,0.1642,6
3,9,0,1,0.56,0.73,0.194,68
4,12,0,0,0.26,0.81,0.0896,5
4,10,0,0,0.42,0.71,0.2836,195
1,2,0,1,0.3,0.7,0.1642,202
3,7,0,1,0.8,0.63,0.1343,199
3,6,0,1,0.76,0.35,0.2239,170
1,2,0,1,0.2,0.47,0.1045,38
2,5,0,1,0.5,0.72,0.2537,146
4,12,0,0,0.26,0.52,0.2836,181
4,11,0,0,0.36,0.46,0.2537,320
1,1,0,0,0.1,0.36,0.194,25
3,7,0,1,0.76,0.58,0.194,17
2,5,1,0,0.76,0.58,0.0,237
1,1,1,0,0.26,0.48,0.3284,193
1,2,0,1,0.3,0.49,0.0,529
3,8,0,1,0.76,0.4,0.0896,245
2,5,0,1,0.46,0.88,0.2537,21
2,6,0,0,0.72,0.34,0.2537,344
1,1,0,1,0.16,0.43,0.3881,88
2,6,0,1,0.54,0.64,0.2836,14
2,4,0,1,0.4,0.5,0.1343,136
1,2,0,0,0.28,0.33,0.4478,29
2,6,0,1,0.64,0.83,0.2239,325
2,5,0,1,0.48,0.94,0.0,5
4,10,0,0,0.4,0.43,0.0,347
1,12,0,1,0.3,0.56,0.1045,135
2,4,0,1,0.48,0.33,0.3284,177
2,3,0,1,0.56,0.43,0.3284,273
4,11,0,1,0.32,0.87,0.0,4
1,2,0,1,0.32,0.42,0.3582,21
4,12,0,0,0.18,0.55,0.0,31
3,8,0,1,0.86,0.36,0.1642,97
3,7,0,0,0.72,0.7,0.0,13
1,2,0,1,0.3,0.7,0.0896,3
4,11,0,0,0.24,0.93,0.0896,16
1,1,0,0,0.4,0.76,0.194,1
4,11,0,1,0.34,0.49,0.3284,376
1,2,0,1,0.38,0.4,0.2239,33
3,7,0,1,0.88,0.47,0.1045,306
2,6,0,1,0.64,0.73,0.0896,328
1,1,0,1,0.26,0.48,0.2985,234
2,4,0,0,0.42,0.41,0.2537,243
3,7,0,1,0.84,0.53,0.3284,164
2,3,0,1,0.72,0.42,0.1642,957
4,9,0,1,0.46,0.63,0.0,37
1,3,0,1,0.46,0.88,0.0896,2
2,3,0,1,0.28,0.24,0.2985,19
2,5,0,0,0.64,0.89,0.1343,64
2,5,0,0,0.68,0.83,0.1642,229
3,9,0,0,0.64,0.78,0.0,175
3,9,0,0,0.6,0.83,0.1642,181
2,4,0,1,0.44,0.3,0.4478,206
3,8,0,1,0.74,0.51,0.0,280
3,9,0,1,0.62,0.65,0.1045,317
3,9,0,1,0.58,0.68,0.1343,299
3,9,0,1,0.54,0.68,0.2537,12
4,11,0,1,0.38,0.46,0.0,268
2,6,0,0,0.64,0.41,0.2537,511
2,6,0,1,0.74,0.79,0.1343,47
3,8,0,0,0.7,0.58,0.1343,181
1,3,0,1,0.26,0.55,0.2985,120
1,12,0,1,0.32,0.87,0.1642,10
1,2,0,1,0.32,0.76,0.1642,90
4,12,0,1,0.34,0.55,0.0,115
3,8,0,1,0.76,0.45,0.4179,182
2,4,0,0,0.5,1.0,0.0,27
4,10,0,0,0.42,0.94,0.4925,154
1,2,0,1,0.34,0.49,0.1045,134
4,11,0,0,0.36,0.81,0.0,44
1,1,0,1,0.16,0.59,0.1642,128
3,8,0,1,0.76,0.58,0.194,303
1,1,0,1,0.42,0.94,0.1343,13
4,9,0,0,0.58,0.94,0.0896,79
3,8,0,1,0.64,0.89,0.0,220
2,6,0,1,0.54,0.56,0.0896,113
2,5,0,1,0.74,0.48,0.2537,204
3,7,0,0,0.88,0.42,0.1642,243
4,11,1,0,0.38,0.37,0.4627,247
4,11,0,1,0.24,0.56,0.0896,29
3,7,1,0,0.64,0.83,0.0,63
3,6,0,1,0.7,0.54,0.1642,351
1,1,0,0,0.16,0.28,0.3582,110
2,6,0,1,0.72,0.28,0.4925,139
2,6,0,0,0.54,0.6,0.1642,169
2,5,0,1,0.54,0.73,0.194,180
1,2,0,1,0.34,0.53,0.194,4
1,1,0,1,0.34,0.87,0.1045,75
2,6,0,1,0.64,0.89,0.194,402
2,3,0,0,0.44,0.94,0.2836,80
3,7,1,0,0.82,0.46,0.1343,485
2,5,0,0,0.52,0.94,0.1045,68
3,8,0,1,0.74,0.51,0.2239,812
1,3,0,1,0.62,0.61,0.2239,549
1,1,0,0,0.08,0.53,0.194,1
2,4,0,0,0.38,0.94,0.0896,55
4,12,0,0,0.38,0.82,0.194,417
2,4,0,1,0.56,0.68,0.1343,287
4,10,0,1,0.5,0.77,0.0896,6
3,7,0,1,0.8,0.46,0.2537,290
4,12,0,1,0.32,0.45,0.2985,153
1,3,0,1,0.6,0.69,0.2537,801
1,1,0,1,0.34,0.87,0.194,98
3,7,0,1,0.68,0.89,0.0896,39
3,8,0,0,0.66,0.89,0.4179,88
2,4,0,1,0.36,0.62,0.194,33
2,4,0,1,0.64,0.78,0.2836,156
1,1,0,1,0.2,0.4,0.3284,144
2,5,0,0,0.56,0.43,0.194,267
2,4,1,0,0.68,0.51,0.2537,271
2,5,0,0,0.42,0.77,0.0896,13
3,9,0,1,0.7,0.84,0.0896,150
3,8,0,1,0.9,0.27,0.0,129
4,12,0,1,0.46,0.44,0.4925,246
2,6,0,0,0.6,0.73,0.2537,98
4,9,0,0,0.64,0.36,0.2239,648
2,4,0,0,0.7,0.39,0.3881,617
4,12,0,0,0.22,0.75,0.194,49
4,12,0,1,0.34,0.46,0.3881,293
2,4,0,1,0.32,0.7,0.3284,100
3,8,0,1,0.84,0.32,0.4478,488
3,6,0,1,0.7,0.48,0.1343,233
2,4,0,1,0.42,0.77,0.0,4
4,10,0,1,0.42,0.54,0.1642,230
2,4,0,1,0.52,0.55,0.2836,90
4,11,0,1,0.28,0.56,0.194,115
4,11,0,1,0.3,0.81,0.0,92
2,6,0,1,0.64,0.65,0.1642,337
2,4,0,0,0.4,0.87,0.0,150
3,8,0,1,0.66,0.78,0.3284,272
1,1,0,1,0.22,0.35,0.2985,61
3,8,0,1,0.6,0.49,0.194,344
4,12,0,1,0.32,0.45,0.1642,102
4,11,0,0,0.36,0.46,0.4478,448
1,2,0,0,0.42,0.41,0.2537,499
1,12,0,1,0.26,0.44,0.2836,40
4,11,0,1,0.5,0.51,0.194,179
3,7,0,1,0.76,0.55,0.0,343
1,12,0,1,0.36,0.46,0.3582,111
1,2,1,0,0.34,0.34,0.2239,242
1,3,0,1,0.34,0.76,0.2985,194
1,2,0,1,0.42,0.32,0.2836,171
